"SubmissionID","StudentID","project","course","sem","report"
3057,"S8640765","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2756,"S8640801","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2695,"S8640829","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2697,"S8640911","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2858,"S8640921","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2834,"S8640959","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2814,"S8640967","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3055,"S8640977","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2578,"S8641011","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3085,"S8641045","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3053,"S8641161","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2963,"S8641165","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2571,"S8641175","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2555,"S8641217","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2587,"S8641225","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2608,"S8641227","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2327,"S8641315","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3043,"S8641331","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2915,"S8641391","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2951,"S8641407","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2391,"S8641463","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2544,"S8641481","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2885,"S8641601","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2435,"S8641637","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2708,"S8641655","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2606,"S8641661","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3086,"S8641715","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2516,"S8641791","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2521,"S8641823","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2392,"S8641865","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2955,"S8641881","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2875,"S8641887","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2881,"S8641907","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2482,"S8641981","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2600,"S8642055","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2559,"S8642111","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2493,"S8642137","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2940,"S8642171","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2442,"S8642235","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2656,"S8642291","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3082,"S8642303","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2365,"S8642325","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2932,"S8642343","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2519,"S8642363","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2944,"S8642441","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2880,"S8642463","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3061,"S8642479","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2501,"S8642499","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2993,"S8642575","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2582,"S8642627","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2378,"S8642671","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2844,"S8642705","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2487,"S8642715","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3090,"S8642751","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2632,"S8642795","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2925,"S8642799","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2425,"S8642807","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2800,"S8642821","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2869,"S8642859","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2749,"S8642873","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2861,"S8642897","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2554,"S8642899","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2580,"S8642911","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2597,"S8642921","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2492,"S8642937","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3047,"S8642969","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2533,"S8642979","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2712,"S8643043","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2977,"S8643057","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2515,"S8643087","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3026,"S8643119","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2491,"S8643127","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2982,"S8643145","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2475,"S8643159","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2929,"S8643163","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2934,"S8643187","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2478,"S8643203","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2553,"S8643249","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2453,"S8643259","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2451,"S8643265","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2419,"S8643291","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
4054,"S8643295","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3896,"S8643313","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3121,"S8643321","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2688,"S8643363","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2972,"S8643381","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2788,"S8643395","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2926,"S8643403","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2890,"S8643465","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2686,"S8643517","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2973,"S8643521","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2704,"S8643537","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2958,"S8643539","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2369,"S8643543","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2617,"S8643569","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3078,"S8643587","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2461,"S8643825","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3101,"S8643873","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2950,"S8643911","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3072,"S8643937","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2407,"S8643977","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2570,"S8643983","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3124,"S8644069","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2466,"S8644077","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2405,"S8644103","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2638,"S8644115","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2309,"S8644143","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2884,"S8644255","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2703,"S8644287","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2769,"S8644297","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3897,"S8644307","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2396,"S8644351","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2604,"S8644357","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2503,"S8644491","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3054,"S8644551","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2463,"S8644587","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2853,"S8644613","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3129,"S8644627","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2518,"S8644649","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2899,"S8644657","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2364,"S8644661","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2471,"S8644671","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3014,"S8644701","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2981,"S8644705","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2556,"S8644733","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2866,"S8644735","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2514,"S8644769","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
4055,"S8644833","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2388,"S8644913","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
4799,"S8645073","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2306,"S8645077","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2943,"S8645081","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2725,"S8645135","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2742,"S8645151","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2612,"S8645167","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2545,"S8645225","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3069,"S8645301","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2803,"S8645375","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2952,"S8645481","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2700,"S8645549","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3037,"S8645561","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3105,"S8645615","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3138,"S8645623","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3022,"S8645683","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3137,"S8645711","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2447,"S8645751","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2898,"S8645759","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2983,"S8645779","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2848,"S8645809","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2444,"S8645811","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2631,"S8645871","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3046,"S8645887","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2933,"S8645889","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2452,"S8645993","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3080,"S8645999","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2483,"S8646011","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3042,"S8646017","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2412,"S8646045","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2325,"S8646053","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2908,"S8646073","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2360,"S8646095","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2522,"S8646183","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3006,"S8646197","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2994,"S8646247","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3018,"S8646251","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2436,"S8646257","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2864,"S8646273","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2424,"S8646317","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3013,"S8646381","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3016,"S8646433","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2418,"S8646453","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2999,"S8646547","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3068,"S8646609","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2713,"S8646627","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2427,"S8646649","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3102,"S8646663","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2546,"S8646667","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2910,"S8646761","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2984,"S8646763","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2457,"S8646801","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2810,"S8646837","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2328,"S8646851","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2621,"S8646865","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3097,"S8646923","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3017,"S8646933","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2867,"S8646949","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2607,"S8646953","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2531,"S8646975","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2443,"S8646987","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2903,"S8647011","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2354,"S8647097","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3098,"S8647149","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3012,"S8647173","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3071,"S8647179","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3039,"S8647187","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3023,"S8647219","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3030,"S8647241","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2657,"S8647255","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3021,"S8647343","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2976,"S8647373","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2923,"S8647463","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3065,"S8647489","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2833,"S8647497","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2611,"S8647529","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2484,"S8647567","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3070,"S8647619","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2480,"S8647633","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2437,"S8647659","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3127,"S8647683","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2547,"S8647691","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2985,"S8647761","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2477,"S8647783","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2375,"S8647785","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3000,"S8647793","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2962,"S8647835","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2433,"S8647837","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2813,"S8647851","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3131,"S8647867","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2835,"S8647887","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2856,"S8647935","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2408,"S8647955","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2455,"S8647969","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2645,"S8648051","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2921,"S8648141","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2692,"S8648151","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3034,"S8648211","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2416,"S8648247","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2840,"S8648311","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3028,"S8648355","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2978,"S8648365","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2991,"S8648409","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2469,"S8648421","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2780,"S8650901","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2949,"S8651009","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3079,"S8651041","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2613,"S8651081","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2528,"S8651205","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2887,"S8651395","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2543,"S8651405","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2969,"S8651479","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3003,"S8651575","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2402,"S8651587","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2318,"S8651611","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3096,"S8651615","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2593,"S8651665","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
5499,"S8651691","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2970,"S8651721","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
2615,"S8651727","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3093,"S8651733","BIOL1040Sem1Report 1","BIOL1040","Sem1","Report 1"
3712,"S8110327","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4236,"S8112239","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3905,"S8233701","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4387,"S8234819","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3991,"S8243911","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4154,"S8244607","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4021,"S8287253","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3973,"S8345077","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3920,"S8349949","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3967,"S8392669","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4050,"S8402295","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4108,"S8408443","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3900,"S8409235","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3795,"S8412939","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3669,"S8419401","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3915,"S8421487","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3976,"S8440585","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4000,"S8465969","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3955,"S8466065","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4209,"S8469311","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4256,"S8469617","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3785,"S8470217","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4217,"S8471467","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3710,"S8472529","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3909,"S8474623","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
5465,"S8514165","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3677,"S8518775","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3665,"S8522735","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4171,"S8523451","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4077,"S8523551","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3742,"S8524785","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3724,"S8525405","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4184,"S8526409","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4330,"S8527007","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4076,"S8527483","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3924,"S8528077","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4368,"S8529073","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
5464,"S8531393","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3693,"S8531397","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4412,"S8533063","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3789,"S8533845","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4020,"S8534169","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3947,"S8534399","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4087,"S8534493","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4377,"S8536815","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4156,"S8538277","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3943,"S8546995","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4004,"S8550039","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3948,"S8550417","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4075,"S8550529","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4129,"S8552401","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4046,"S8559519","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4250,"S8562839","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3764,"S8563497","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3922,"S8564119","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3748,"S8565137","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4408,"S8566047","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3950,"S8567051","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3832,"S8568717","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4369,"S8568775","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3673,"S8569481","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4190,"S8572003","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4797,"S8572813","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4189,"S8572981","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3802,"S8573027","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3790,"S8575041","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4253,"S8575395","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
5449,"S8576147","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3951,"S8576407","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4242,"S8576443","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4051,"S8576713","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4040,"S8576779","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3901,"S8576823","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4187,"S8576833","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4272,"S8576965","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3656,"S8577053","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3921,"S8577063","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4150,"S8577203","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3792,"S8577231","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3848,"S8577439","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3784,"S8577607","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
4124,"S8577743","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
3849,"S8577791","BIOL1040Sem1Report 2","BIOL1040","Sem1","Report 2"
